,Players,Points,Clubs,Position,Start,Goals,A,CS,CS part,Yellow,Red,Sub,CO,Off,Pen SV,Pen M,Goals conceded,Conceded 1+,OG,FirstInitial,Firstname,Surname
425,Sam McQueen,6,SOTOM,Midfielder,1,0,0,0,0,0,0,12,4,0,0,0,0,0,0,S,Sam,McQueen
426,Willy Caballero,6,CHEL,Goalkeeper,2,0,0,1,0,0,0,30,0,0,0,0,3,2,0,W,Willy,Caballero
427,Nahki Wells,6,BUR,Forward,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,N,Nahki,Wells
428,Josh Sims,6,SOTOM,Midfielder,1,0,0,0,0,0,0,4,4,1,0,0,0,0,0,J,Josh,Sims
429,Jeremy Pied,6,SOTOM,Defender,2,0,1,0,0,0,0,9,0,0,0,0,3,1,0,J,Jeremy,Pied
430,Ibrahim Afellay,6,STOKEC,Midfielder,1,0,0,0,0,1,0,15,5,1,0,0,0,0,0,I,Ibrahim,Afellay
431,Kevin Mirallas,6,EVER,Forward,2,0,0,0,0,1,0,6,3,2,0,0,0,0,0,K,Kevin,Mirallas
432,Nathaniel Clyne,6,LPOOL,Defender,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,N,Nathaniel,Clyne
433,Paulo Gazzaniga,6,SPURS,Goalkeeper,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,P,Paulo,Gazzaniga
434,Phil Foden,6,MCFC,Midfielder,0,0,1,0,0,0,0,7,3,0,0,0,0,0,0,P,Phil,Foden
435,Chung-Yong Lee,6,LCFC,Midfielder,1,0,0,0,0,0,0,19,4,1,0,0,0,0,0,C,Chung-Yong,Lee
436,Zlatan Ibrahimovic,6,MUFC,Forward,1,0,0,0,0,0,0,7,4,1,0,0,0,0,0,Z,Zlatan,Ibrahimovic
437,Danny Ings,6,LPOOL,Forward,1,0,0,0,0,0,0,11,4,1,0,0,0,0,0,D,Danny,Ings
438,Charly Musonda,6,CHEL,Midfielder,0,0,1,0,0,0,0,8,3,0,0,0,0,0,0,C,Charly,Musonda
439,Nordin Amrabat,6,WFC,Forward,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,N,Nordin,Amrabat
440,Rolando Aarons,5,NEWU,Midfielder,1,0,0,0,0,0,0,10,3,1,0,0,0,0,0,R,Rolando,Aarons
441,Angel Rangel,5,SWAN,Defender,1,0,0,0,1,0,0,17,2,1,0,0,3,1,0,A,Angel,Rangel
442,Jamie Murphy,5,BHV,Forward,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,J,Jamie,Murphy
443,Liam Rosenior,5,BHV,Defender,1,0,0,0,1,0,0,7,2,0,0,0,3,1,0,L,Liam,Rosenior
444,Connor Goldson,4,BHV,Defender,2,0,0,1,0,1,0,23,0,0,0,0,4,3,0,C,Connor,Goldson
445,Younes Kaboul,4,WFC,Defender,2,0,0,0,1,0,0,0,0,1,0,0,3,2,0,Y,Younes,Kaboul
446,Jordan Hugill,3,WESTHAM,Forward,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,J,Jordan,Hugill
447,Jonathan Walters,3,BUR,Forward,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,J,Jonathan,Walters
448,Sam Byram,3,WESTHAM,Defender,2,0,0,0,1,1,0,10,3,1,0,0,9,5,0,S,Sam,Byram
449,Brahim Diaz,3,MCFC,Midfielder,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,B,Brahim,Diaz
450,Claudio Bravo,3,MCFC,Goalkeeper,0,0,0,0,1,0,0,32,1,0,0,0,0,0,0,C,Claudio,Bravo
451,Marko Grujic,3,LPOOL,Midfielder,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,M,Marko,Grujic
452,Kyle Bartley,3,SWAN,Defender,2,0,0,0,1,2,0,11,2,1,0,0,6,3,0,K,Kyle,Bartley
453,Reiss Nelson,3,ARSL,Midfielder,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,R,Reiss,Nelson
454,Dean Whitehead,3,HTFC,Midfielder,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,D,Dean,Whitehead
455,Craig Cathcart,3,WFC,Defender,0,0,0,0,1,0,0,4,2,1,0,0,2,1,0,C,Craig,Cathcart
456,Jerome Sinclair,3,WFC,Forward,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,J,Jerome,Sinclair
457,Axel Tuanzebe,3,MUFC,Defender,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,A,Axel,Tuanzebe
458,Lee Grant,2,STOKEC,Goalkeeper,3,0,0,0,0,0,0,25,0,0,0,0,7,4,0,L,Lee,Grant
459,Glen Johnson,2,STOKEC,Defender,5,0,0,0,0,2,0,11,2,2,0,0,15,8,0,G,Glen,Johnson
460,Michael Hefele,2,HTFC,Defender,0,0,0,0,1,1,0,11,2,0,0,0,2,1,0,M,Michael,Hefele
461,Lucas Moura,2,SPURS,Midfielder,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,L,Lucas,Moura
462,Bojan Krkic,2,STOKEC,Forward,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,B,Bojan,Krkic
463,Jeremie Boga,2,CHEL,Midfielder,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,J,Jeremie,Boga
464,Michel Vorm,2,SPURS,Goalkeeper,1,0,0,0,0,0,0,30,0,0,0,0,1,0,0,M,Michel,Vorm
465,Tyrese Campbell,2,STOKEC,Forward,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,T,Tyrese,Campbell
466,Ross Barkley,2,CHEL,Midfielder,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,R,Ross,Barkley
467,Hamza Choudhury,2,LEICSC,Midfielder,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,H,Hamza,Choudhury
468,Josh Cullen,2,WESTHAM,Midfielder,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,J,Josh,Cullen
469,Sam Baldock,2,BHV,Forward,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,S,Sam,Baldock
470,Callum Hudson-Odoi,2,CHEL,Midfielder,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,C,Callum,Hudson-Odoi
471,Muhamed Besic,2,EVER,Midfielder,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,M,Muhamed,Besic
472,Jay Fulton,1,SWAN,Midfielder,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,J,Jay,Fulton
473,Reece Oxford,1,WESTHAM,Midfielder,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,R,Reece,Oxford
474,Tyrone Mings,1,BOU,Defender,2,0,0,0,0,0,0,3,0,1,0,0,5,3,0,T,Tyrone,Mings
475,Rekeem Harper,1,WBFC,Midfielder,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,R,Rekeem,Harper
476,Vincent Janssen,1,SPURS,Forward,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,V,Vincent,Janssen
477,Ethan Ampadu,1,CHEL,Defender,0,0,0,0,0,0,0,12,1,0,0,0,1,0,0,E,Ethan,Ampadu
478,Sullay Kaikai,1,LCFC,Forward,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,S,Sullay,Kaikai
479,Levi Lumeka,1,LCFC,Forward,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,L,Levi,Lumeka
480,Eddie Nketiah,1,ARSL,Forward,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,E,Eddie,Nketiah
481,Divock Origi,1,LPOOL,Forward,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,D,Divock,Origi
482,Michael Obafemi,1,SOTOM,Forward,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,M,Michael,Obafemi
483,Boaz Myhill,1,WBFC,Goalkeeper,1,0,0,0,0,1,0,32,0,0,0,0,1,0,0,B,Boaz,Myhill
484,Julien Ngoy,1,STOKEC,Forward,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,J,Julien,Ngoy
485,Stephen Ireland,1,STOKEC,Midfielder,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,S,Stephen,Ireland
486,Dodi Lukebakio,1,WFC,Midfielder,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,D,Dodi,Lukebakio
487,Freddie Ladapo,1,LCFC,Forward,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,F,Freddie,Ladapo
488,Michael Carrick,1,MUFC,Midfielder,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,M,Michael,Carrick
489,Connor Roberts,1,SWAN,Defender,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,C,Connor,Roberts
490,Uwe Hunemeier,1,BHV,Defender,0,0,0,0,0,0,0,10,1,0,0,0,1,0,0,U,Uwe,Hunemeier
491,Jason Lokilo,0,LCFC,Forward,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,J,Jason,Lokilo
492,Alfie Whiteman,0,SPURS,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Alfie,Whiteman
493,Aaron Ramsdale,0,BOU,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Aaron,Ramsdale
494,Sead Haksabanovic,0,WESTHAM,Midfielder,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,S,Sead,Haksabanovic
495,Tim Krul,0,BHV,Goalkeeper,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,T,Tim,Krul
496,Toni Martinez,0,WESTHAM,Forward,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,T,Toni,Martinez
497,Kyle Scott,0,CHEL,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,K,Kyle,Scott
498,Freddie Woodman,0,NEWU,Goalkeeper,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,F,Freddie,Woodman
499,Ben Woodburn,0,LPOOL,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,B,Ben,Woodburn
500,Jakob Haugaard,0,STOKEC,Goalkeeper,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,J,Jakob,Haugaard
501,Anders Lindegaard,0,BUR,Goalkeeper,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,A,Anders,Lindegaard
502,Robert Green,0,HTFC,Goalkeeper,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,R,Robert,Green
503,Joel Robles,0,EVER,Goalkeeper,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,J,Joel,Robles
504,Matt Macey,0,ARSL,Goalkeeper,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,M,Matt,Macey
505,Stuart Taylor,0,SOTOM,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,S,Stuart,Taylor
506,Nathan Trott,0,WESTHAM,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N,Nathan,Trott
507,Max Melbourne,0,WBFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Max,Melbourne
508,Jayson Molumby,0,BHV,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,J,Jayson,Molumby
509,Erwin Mulder,0,SWAN,Goalkeeper,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,E,Erwin,Mulder
510,Fredrik Ulvestad,0,BUR,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,F,Fredrik,Ulvestad
511,Alex Palmer,0,WBFC,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Alex,Palmer
512,Rayhaan Tulloch,0,WBFC,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,Rayhaan,Tulloch
513,Joel Coleman,0,HTFC,Goalkeeper,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,J,Joel,Coleman
514,Steve Sidwell,0,BHV,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,S,Steve,Sidwell
515,Nikki Maenpaa,0,BHV,Goalkeeper,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,N,Nikki,Maenpaa
516,Aiden O'Neill,0,BUR,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,A,Aiden,O'Neill
517,Martin Cranie,0,HTFC,Defender,2,0,0,0,1,0,0,14,1,1,0,0,9,7,0,M,Martin,Cranie
518,Damien Delaney,0,LCFC,Defender,1,0,0,0,0,0,0,8,1,0,0,0,5,3,0,D,Damien,Delaney
519,Emerson,0,CHEL,Defender,0,0,0,0,0,0,0,7,2,0,0,0,4,2,0,E,Emerson,Emerson
520,Dion Henry,0,LCFC,Goalkeeper,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,D,Dion,Henry
521,Matt Targett,0,SOTOM,Defender,2,0,0,0,0,0,0,4,0,1,0,0,6,4,0,M,Matt,Targett
522,Brad Smith,0,BOU,Defender,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,B,Brad,Smith
523,Joel Pereira,0,MUFC,Goalkeeper,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,J,Joel,Pereira
524,Michael Folivi,0,WFC,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Michael,Folivi
525,Kyle Taylor,0,BOU,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,K,Kyle,Taylor
526,Emerson Hyndman,0,BOU,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,E,Emerson,Hyndman
527,Harry Souttar,0,STOKEC,Defender,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,H,Harry,Souttar
528,Connor Mahoney,0,BOU,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,C,Connor,Mahoney
529,Mathieu Debuchy,0,ARSL,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Mathieu,Debuchy
530,Massadio Haidara,0,NEWU,Defender,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,M,Massadio,Haidara
531,Eduardo,0,CHEL,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,E,Eduardo,Eduardo
532,Dean Marney,0,BUR,Midfielder,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,D,Dean,Marney
533,Joe Rodon,0,SWAN,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Joe,Rodon
534,Yohan Benalouane,0,LEICSC,Defender,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Y,Yohan,Benalouane
535,Kane Wilson,0,WBFC,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,K,Kane,Wilson
536,Daniel Bachmann,0,WFC,Goalkeeper,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,D,Daniel,Bachmann
537,Artur Boruc,0,BOU,Goalkeeper,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,A,Artur,Boruc
538,Tosin Adarabioyo,0,MCFC,Defender,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,T,Tosin,Adarabioyo
539,Jon Flanagan,0,LPOOL,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Jon,Flanagan
540,Kristoffer Nordfeldt,0,SWAN,Goalkeeper,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,K,Kristoffer,Nordfeldt
541,Jiri Skalak,0,BHV,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,J,Jiri,Skalak
542,Ahmed Musa,0,LEICSC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Ahmed,Musa
543,Pape Souare,0,LCFC,Defender,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,P,Pape,Souare
544,George Thomas,0,LEICSC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,G,George,Thomas
545,Keshi Anderson,0,LCFC,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,K,Keshi,Anderson
546,Matt Butcher,0,BOU,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Matt,Butcher
547,Dujon Sterling,0,CHEL,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,D,Dujon,Sterling
548,Ben Johnson,0,WESTHAM,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,Ben,Johnson
549,Juan Foyth,0,SPURS,Defender,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,J,Juan,Foyth
550,Jonathan Leko,0,WBFC,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,J,Jonathan,Leko
551,Reece Burke,0,WESTHAM,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,R,Reece,Burke
552,Fikayo Tomori,0,CHEL,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,F,Fikayo,Tomori
553,Jordan Mutch,0,LCFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Jordan,Mutch
554,Cameron Carter-Vickers,0,SPURS,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,Cameron,Carter-Vickers
555,Jan Bednarek,0,SOTOM,Defender,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,J,Jan,Bednarek
556,Danny Ward,0,LPOOL,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,D,Danny,Ward
557,Jordan Williams,0,HTFC,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Jordan,Williams
558,Carl Stewart,0,WFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,Carl,Stewart
559,Ben Hamer,0,LEICSC,Goalkeeper,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,B,Ben,Hamer
560,Isaac Success,0,WFC,Forward,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,I,Isaac,Success
561,Tashan Oakley-Boothe,0,SPURS,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T,Tashan,Oakley-Boothe
562,Sergio Romero,0,MUFC,Goalkeeper,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,S,Sergio,Romero
563,Moses Makasi,0,WESTHAM,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,M,Moses,Makasi
564,Kyle Jameson,0,WBFC,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,K,Kyle,Jameson
565,Maarten Stekelenburg,0,EVER,Goalkeeper,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,M,Maarten,Stekelenburg
566,Nathan Ferguson,0,WBFC,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N,Nathan,Ferguson
567,Costel Pantilimon,0,WFC,Goalkeeper,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,C,Costel,Pantilimon
568,Domingos Quina,0,WESTHAM,Midfielder,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,D,Domingos,Quina
569,Joy Mukena,0,WFC,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,J,Joy,Mukena
570,Baily Cargill,0,BOU,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,Baily,Cargill
571,Didier Ibrahim N'Dong,0,WFC,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,D,Didier,N'Dong
572,Adam Legzdins,0,BUR,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,A,Adam,Legzdins
573,Diego Cavalieri,0,LCFC,Goalkeeper,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,D,Diego,Cavalieri
574,Jaroslaw Jach,0,LCFC,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Jaroslaw,Jach
575,Marcus Browne,0,WESTHAM,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,M,Marcus,Browne
576,Luke Garbutt,0,EVER,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,L,Luke,Garbutt
577,Eldin Jakupovic,0,LEICSC,Goalkeeper,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,E,Eldin,Jakupovic
578,Conor Masterson,0,LPOOL,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,Conor,Masterson
579,Lukas Nmecha,0,MCFC,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,L,Lukas,Nmecha
580,Nya Kirby,0,LCFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N,Nya,Kirby
581,James Daly,0,LCFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,James,Daly
582,Trevoh Chalobah,0,CHEL,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T,Trevoh,Chalobah
583,Erdal Rakip,0,LCFC,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,E,Erdal,Rakip
584,Curtis Jones,0,LPOOL,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,Curtis,Jones
585,Joseph Willock,0,ARSL,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Joseph,Willock
586,Ali Gabr,0,WBFC,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Ali,Gabr
587,Grady Diangana,0,WESTHAM,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,G,Grady,Diangana
588,Josh Pask,0,WESTHAM,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,J,Josh,Pask
589,Ramiro Funes Mori,0,EVER,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,R,Ramiro,Mori
590,Lasse Sorenson,0,STOKEC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,L,Lasse,Sorenson
591,Patrice Evra,-1,WESTHAM,Defender,2,0,0,0,0,0,0,4,1,1,0,0,9,6,0,P,Patrice,Evra
592,Jack Simpson,-1,BOU,Defender,1,0,0,0,0,0,0,14,0,1,0,0,4,3,0,J,Jack,Simpson
593,Tom Edwards,-2,STOKEC,Defender,6,0,0,0,0,0,0,6,0,2,0,0,20,14,0,T,Tom,Edwards
594,Josh Tymon,-3,STOKEC,Defender,2,0,0,0,0,0,0,6,1,1,0,0,11,8,0,J,Josh,Tymon
595,Lionel Messi,233,BARC,Forward,28,29,12,0,0,2,0,2,2,0,0,2,0,0,0,L,Lionel,Messi
596,Luis Suarez,176,BARC,Forward,27,22,6,0,0,6,0,1,0,2,0,0,0,0,0,L,Luis,Suarez
597,Cristiano Ronaldo,175,MADR,Forward,24,23,5,0,0,1,0,0,0,5,0,1,0,0,0,C,Cristiano,Ronaldo
598,Iago Aspas,160,RCCV,Forward,30,19,5,0,0,8,0,0,0,2,0,1,0,0,0,I,Iago,Aspas
599,Antoine Griezmann,159,,Forward,27,18,8,0,0,6,1,0,0,11,0,0,0,0,0,A,Antoine,Griezmann
600,Jan Oblak,144,,Goalkeeper,31,0,0,19,0,1,0,0,0,0,2,0,15,3,0,J,Jan,Oblak
601,Jordi Alba,140,BARC,Defender,25,2,8,14,3,6,0,4,3,3,0,0,14,3,0,J,Jordi,Alba
602,Rodrigo Moreno,139,VALA,Forward,26,15,4,0,0,4,0,4,4,16,0,0,0,0,0,R,Rodrigo,Moreno
603,Marc Andre ter Stegen,131,BARC,Goalkeeper,31,0,0,18,0,0,0,0,0,0,0,0,16,3,0,M,Marc,Stegen
604,Cristhian Stuani,129,,Forward,26,17,0,0,0,8,0,3,0,13,0,0,0,0,0,C,Cristhian,Stuani
605,Portu,126,,Midfielder,30,11,4,0,0,2,0,1,1,19,0,0,0,0,0,P,Portu,Portu
606,Maximiliano Gomez,124,RCCV,Forward,29,14,2,0,0,10,0,0,0,9,0,0,0,0,0,M,Maximiliano,Gomez
607,Willian Jose,120,RESO,Forward,26,13,2,0,0,2,0,1,1,9,0,1,0,0,0,W,Willian,Jose
608,Gerard Moreno,119,RCDE,Forward,31,12,1,0,0,4,0,0,0,0,0,1,0,0,0,G,Gerard,Moreno
609,Mikel Oyarzabal,113,RESO,Midfielder,25,9,6,0,0,3,0,3,3,10,0,0,0,0,0,M,Mikel,Oyarzabal
610,Carlos Bacca,110,VIAL,Forward,24,10,5,0,0,8,0,5,5,16,0,0,0,0,0,C,Carlos,Bacca
611,Angel Rodriguez,108,,Forward,21,12,2,0,0,4,0,9,6,11,0,1,0,0,0,A,Angel,Rodriguez
612,Diego Godin,104,,Defender,25,0,0,14,2,5,0,3,1,1,0,0,12,2,0,D,Diego,Godin
613,Simone Zaza,103,VALA,Forward,20,12,1,0,0,8,0,9,8,8,0,0,0,0,0,S,Simone,Zaza
614,Sergio Leon,100,BETI,Forward,20,11,1,0,0,4,0,11,8,8,0,1,0,0,0,S,Sergio,Leon
615,Gerard Pique,100,BARC,Defender,24,2,0,13,0,7,0,6,0,1,0,0,14,3,0,G,Gerard,Pique
616,Pione Sisto,99,RCCV,Midfielder,26,3,10,0,0,1,0,5,3,18,0,0,0,0,0,P,Pione,Sisto
617,Inaki Williams,99,ATBI,Forward,24,6,5,0,0,1,0,7,7,5,0,0,0,0,0,I,Inaki,Williams
618,Daniel Parejo,99,VALA,Midfielder,29,6,8,0,0,13,0,0,0,2,0,0,0,0,0,D,Daniel,Parejo
619,Asier Illarramendi,98,RESO,Midfielder,29,7,4,0,0,7,0,0,0,2,0,0,0,0,0,A,Asier,Illarramendi
620,Jonathan Calleri,97,LASP,Forward,28,7,3,0,0,5,0,2,2,5,0,0,0,0,0,J,Jonathan,Calleri
621,Daniel Wass,97,RCCV,Defender,27,4,7,4,2,2,0,1,1,8,0,0,39,17,0,D,Daniel,Wass
622,Santi Mina,97,VALA,Forward,13,11,2,0,0,4,0,16,14,6,0,0,0,0,0,S,Santi,Mina
623,Munir El Haddadi,95,DEAL,Forward,24,7,5,0,0,6,0,3,3,14,0,0,0,0,0,M,Munir,Haddadi
624,Gareth Bale,94,MADR,Midfielder,16,11,2,0,0,4,0,6,5,9,0,0,0,0,0,G,Gareth,Bale
625,Lucas Hernandez,94,,Defender,19,0,1,13,2,4,0,9,3,1,0,0,9,2,0,L,Lucas,Hernandez
626,Karim Benzema,93,MADR,Forward,19,5,8,0,0,0,0,6,6,10,0,0,0,0,0,K,Karim,Benzema
627,Neto,93,VALA,Goalkeeper,29,0,0,9,0,2,0,2,0,0,2,0,29,9,0,N,Neto,Neto
628,Jose Luis Morales,93,,Midfielder,28,6,5,0,0,8,0,0,0,3,0,0,0,0,0,J,Jose,Morales
629,Ivan Cuellar,92,,Goalkeeper,31,0,0,12,0,3,0,0,0,0,1,0,39,20,0,I,Ivan,Cuellar
630,Pablo Fornals,92,VIAL,Midfielder,27,3,8,0,0,4,0,3,3,7,0,0,0,0,0,P,Pablo,Fornals
631,Paulinho,91,BARC,Forward,18,8,2,0,0,2,0,12,11,8,0,0,0,0,0,P,Paulinho,Paulinho
632,Angel Correa,91,,Forward,22,7,2,0,0,3,0,9,9,17,0,0,0,0,0,A,Angel,Correa
633,Leo Baptistao,90,RCDE,Forward,26,6,3,0,0,4,0,4,3,12,0,0,0,0,0,L,Leo,Baptistao
634,Goncalo Guedes,89,VALA,Forward,20,4,8,0,0,1,0,6,6,6,0,0,0,0,0,G,Goncalo,Guedes
635,Vicente Guaita,89,,Goalkeeper,27,0,0,9,0,1,0,1,0,0,1,0,23,5,0,V,Vicente,Guaita
636,Juanpe,89,,Defender,27,5,1,9,1,6,0,3,1,0,0,0,44,26,0,J,Juanpe,Juanpe
637,Adrian Lopez,89,RCDC,Forward,21,7,3,0,0,0,0,3,3,4,0,0,0,0,0,A,Adrian,Lopez
638,Ibai Gomez,87,DEAL,Forward,21,5,5,0,0,1,0,8,6,12,0,0,0,0,0,I,Ibai,Gomez
